transport_type,distance_km,electricity_kwh,diet_type,waste_kg,flights_per_year,transport_co2,electricity_co2,diet_co2,waste_co2,flight_co2,total_co2_kg
walking,22.63,190.45,pescatarian,25.73,0,0.0,156.17,150,12.87,0.0,330.47
motorcycle,21.13,206.91,vegetarian,25.82,0,69.74,169.66,100,12.91,0.0,340.57
bus,10.47,112.21,meat_light,20.77,0,12.56,92.01,200,10.39,0.0,316.71
motorcycle,8.36,181.13,meat_light,21.77,3,27.59,148.53,200,10.89,63.75,423.69
motorcycle,15.27,148.64,pescatarian,18.43,2,50.38,121.89,150,9.21,42.5,400.21
car_petrol,9.92,45.43,meat_heavy,2.6,1,62.48,37.25,300,1.3,21.25,390.33
train,54.03,308.87,vegetarian,23.63,0,48.63,253.28,100,11.82,0.0,396.19
motorcycle,65.83,66.87,vegetarian,20.78,0,217.23,54.83,100,10.39,0.0,390.0
motorcycle,12.46,57.57,vegan,23.09,0,41.11,47.21,50,11.54,0.0,143.9
car_petrol,10.25,194.82,meat_light,27.54,3,64.57,159.76,200,13.77,63.75,484.35
cycle,12.74,55.71,vegetarian,6.84,4,0.0,45.68,100,3.42,85.0,220.56
car_electric,9.62,127.3,vegetarian,26.91,1,14.42,104.38,100,13.46,21.25,273.66
car_diesel,8.2,53.22,meat_heavy,20.56,6,41.81,43.64,300,10.28,127.5,549.57
car_diesel,12.92,175.73,meat_heavy,17.74,1,65.87,144.1,300,8.87,21.25,553.62
car_petrol,14.27,69.09,pescatarian,32.38,0,89.9,56.66,150,16.19,0.0,327.98
cycle,87.22,173.32,vegetarian,33.97,6,0.0,142.12,100,16.99,127.5,392.16
train,28.67,190.1,meat_heavy,10.96,2,25.81,155.88,300,5.48,42.5,522.34
car_electric,33.48,188.91,vegetarian,31.69,3,50.22,154.91,100,15.84,63.75,387.91
train,6.03,200.63,vegan,17.19,1,5.43,164.52,50,8.59,21.25,249.06
train,8.28,94.78,vegetarian,21.34,6,7.45,77.72,100,10.67,127.5,307.59
bus,13.62,168.52,meat_light,23.73,0,16.35,138.19,200,11.87,0.0,388.67
motorcycle,67.05,266.64,vegan,19.64,2,221.27,218.65,50,9.82,42.5,528.18
car_electric,3.16,131.1,pescatarian,17.17,3,4.74,107.5,150,8.58,63.75,327.52
train,2.16,119.65,meat_heavy,40.36,3,1.94,98.11,300,20.18,63.75,480.49
train,5.36,103.86,pescatarian,20.9,0,4.83,85.17,150,10.45,0.0,259.22
motorcycle,34.76,97.84,meat_light,20.26,3,114.72,80.22,200,10.13,63.75,499.1
bus,35.02,111.44,vegetarian,23.76,0,42.02,91.38,100,11.88,0.0,238.22
motorcycle,154.12,249.3,meat_light,15.96,0,508.6,204.43,200,7.98,0.0,855.95
bus,30.12,135.08,meat_light,26.68,1,36.15,110.76,200,13.34,21.25,354.22
car_petrol,0.52,231.47,vegetarian,14.29,1,3.3,189.8,100,7.15,21.25,310.64
train,40.04,158.29,vegetarian,32.26,2,36.03,129.8,100,16.13,42.5,308.17
car_diesel,5.08,221.91,meat_light,28.97,1,25.92,181.96,200,14.48,21.25,415.24
cycle,17.72,246.56,vegetarian,6.52,0,0.0,202.18,100,3.26,0.0,300.82
car_diesel,7.0,154.58,meat_light,27.8,2,35.71,126.76,200,13.9,42.5,449.13
car_petrol,44.82,84.12,vegetarian,22.09,1,282.39,68.98,100,11.04,21.25,498.46
car_diesel,19.14,118.57,meat_heavy,35.1,3,97.6,97.23,300,17.55,63.75,573.42
walking,1.96,249.77,meat_light,30.41,0,0.0,204.81,200,15.2,0.0,397.87
cycle,50.61,220.75,meat_light,29.99,0,0.0,181.01,200,14.99,0.0,391.46
train,19.26,121.38,meat_light,25.49,3,17.34,99.53,200,12.75,63.75,367.94
bus,15.23,219.95,pescatarian,17.5,0,18.28,180.36,150,8.75,0.0,332.56
car_petrol,13.15,96.54,meat_light,25.25,2,82.87,79.16,200,12.63,42.5,400.83
bus,28.87,26.77,meat_light,16.64,4,34.64,21.95,200,8.32,85.0,345.82
car_electric,15.6,155.93,pescatarian,13.7,0,23.4,127.86,150,6.85,0.0,306.45
car_petrol,12.85,161.62,vegetarian,8.48,1,80.92,132.52,100,4.24,21.25,335.5
car_diesel,30.13,192.99,meat_light,29.25,1,153.67,158.25,200,14.62,21.25,547.57
motorcycle,12.48,353.07,meat_light,19.71,2,41.17,289.52,200,9.85,42.5,571.63
motorcycle,11.7,12.03,meat_heavy,34.41,2,38.6,9.87,300,17.2,42.5,434.21
train,88.5,171.41,vegetarian,20.84,0,79.65,140.56,100,10.42,0.0,334.81
walking,13.52,156.63,meat_light,8.18,0,0.0,128.44,200,4.09,0.0,343.95
walking,56.82,89.97,pescatarian,10.37,0,0.0,73.77,150,5.19,0.0,214.32
train,11.37,160.77,pescatarian,34.79,1,10.23,131.83,150,17.4,21.25,321.43
bus,2.44,63.38,vegan,26.23,1,2.93,51.97,50,13.11,21.25,141.01
motorcycle,1.88,164.68,vegetarian,26.91,1,6.19,135.03,100,13.45,21.25,275.81
car_petrol,23.34,186.35,vegetarian,26.0,3,147.04,152.8,100,13.0,63.75,464.59
walking,1.86,301.62,vegetarian,17.13,2,0.0,247.33,100,8.56,42.5,406.48
car_petrol,23.44,65.41,meat_heavy,19.68,3,147.65,53.64,300,9.84,63.75,555.79
bus,9.51,218.52,meat_light,15.78,0,11.42,179.19,200,7.89,0.0,426.45
bus,15.75,79.23,pescatarian,26.81,4,18.9,64.97,150,13.41,85.0,341.76
cycle,7.91,177.92,pescatarian,20.35,0,0.0,145.9,150,10.17,0.0,306.6
car_electric,4.35,237.81,meat_heavy,22.92,2,6.52,195.0,300,11.46,42.5,514.97
car_petrol,1.84,65.74,vegan,15.33,1,11.6,53.91,50,7.67,21.25,139.18
train,0.2,209.2,meat_heavy,27.3,0,0.18,171.55,300,13.65,0.0,523.79
train,32.42,191.64,meat_light,3.15,1,29.18,157.15,200,1.58,21.25,422.57
car_petrol,10.99,53.22,vegetarian,16.44,0,69.22,43.64,100,8.22,0.0,216.35
motorcycle,1.63,103.79,meat_light,24.35,1,5.37,85.1,200,12.17,21.25,348.9
train,21.44,139.29,vegan,21.45,2,19.29,114.22,50,10.73,42.5,221.52
car_petrol,34.13,197.02,meat_heavy,8.82,0,215.03,161.56,300,4.41,0.0,650.17
car_petrol,3.49,40.12,meat_light,14.44,3,22.02,32.9,200,7.22,63.75,340.74
bus,2.7,95.42,vegetarian,31.13,3,3.24,78.25,100,15.56,63.75,254.05
car_diesel,51.29,133.1,pescatarian,25.63,1,261.56,109.15,150,12.81,21.25,575.49
car_petrol,22.49,204.46,vegetarian,13.41,2,141.72,167.65,100,6.7,42.5,480.4
car_diesel,31.46,119.55,vegetarian,28.96,0,160.44,98.03,100,14.48,0.0,377.45
walking,43.28,232.26,vegetarian,1.0,0,0.0,190.45,100,0.5,0.0,290.12
motorcycle,18.45,157.28,meat_light,24.23,0,60.88,128.97,200,12.11,0.0,433.9
train,52.43,153.96,meat_light,1.0,0,47.19,126.24,200,0.5,0.0,385.27
cycle,4.47,162.89,vegetarian,17.02,1,0.0,133.57,100,8.51,21.25,271.57
car_electric,42.2,214.56,meat_heavy,21.17,3,63.31,175.94,300,10.58,63.75,566.47
car_diesel,2.36,207.87,meat_light,18.85,3,12.03,170.45,200,9.43,63.75,443.05
car_electric,56.48,233.33,vegetarian,17.16,4,84.72,191.33,100,8.58,85.0,475.23
train,2.34,206.32,meat_heavy,19.86,0,2.11,169.19,300,9.93,0.0,466.11
motorcycle,4.73,101.77,pescatarian,24.69,2,15.6,83.45,150,12.34,42.5,303.02
train,81.24,171.12,vegetarian,14.85,1,73.11,140.32,100,7.42,21.25,316.54
car_petrol,9.63,193.44,meat_light,17.71,4,60.69,158.62,200,8.85,85.0,521.3
car_diesel,9.92,80.72,meat_light,10.41,1,50.62,66.19,200,5.2,21.25,336.97
car_petrol,0.56,131.77,meat_heavy,18.26,0,3.53,108.05,300,9.13,0.0,435.8
car_electric,1.91,169.59,vegetarian,30.26,3,2.86,139.07,100,15.13,63.75,297.46
car_diesel,34.86,88.58,vegan,28.14,3,177.8,72.63,50,14.07,63.75,366.98
car_petrol,18.14,174.37,meat_light,31.92,2,114.31,142.98,200,15.96,42.5,554.19
car_diesel,3.88,165.35,meat_light,25.0,1,19.77,135.58,200,12.5,21.25,404.4
train,63.11,47.27,meat_light,15.15,1,56.8,38.76,200,7.57,21.25,329.29
motorcycle,4.15,265.5,meat_heavy,17.53,1,13.7,217.71,300,8.77,21.25,531.35
motorcycle,38.58,250.78,meat_light,14.04,0,127.31,205.64,200,7.02,0.0,565.56
car_petrol,18.61,109.89,meat_light,55.83,2,117.21,90.11,200,27.92,42.5,495.15
motorcycle,24.97,44.55,meat_light,33.79,4,82.4,36.53,200,16.9,85.0,400.15
cycle,1.37,83.41,meat_light,11.97,0,0.0,68.4,200,5.98,0.0,291.17
cycle,26.39,194.6,meat_heavy,19.43,1,0.0,159.57,300,9.71,21.25,506.38
bus,22.16,122.96,vegan,3.93,0,26.6,100.83,50,1.96,0.0,185.01
walking,82.46,276.94,vegetarian,28.85,2,0.0,227.09,100,14.42,42.5,357.63
car_diesel,27.59,133.12,meat_heavy,19.05,0,140.72,109.16,300,9.53,0.0,520.31
car_petrol,7.25,181.83,pescatarian,15.02,2,45.68,149.1,150,7.51,42.5,374.19
motorcycle,29.12,216.72,meat_heavy,33.37,0,96.1,177.71,300,16.69,0.0,589.91
cycle,2.03,68.72,vegetarian,26.0,1,0.0,56.35,100,13.0,21.25,194.06
car_diesel,8.94,183.59,meat_light,21.14,2,45.6,150.54,200,10.57,42.5,439.64
car_diesel,15.14,138.32,meat_heavy,30.94,6,77.22,113.42,300,15.47,127.5,590.23
car_petrol,4.05,91.94,meat_heavy,17.57,0,25.52,75.39,300,8.79,0.0,397.62
car_petrol,67.04,187.69,meat_heavy,22.07,1,422.34,153.91,300,11.03,21.25,869.91
car_petrol,6.31,157.96,meat_light,15.6,2,39.72,129.53,200,7.8,42.5,410.95
cycle,19.07,158.01,meat_heavy,18.58,0,0.0,129.56,300,9.29,0.0,431.23
motorcycle,3.96,125.76,meat_heavy,25.51,2,13.07,103.12,300,12.75,42.5,478.83
car_petrol,6.23,210.47,pescatarian,16.26,2,39.27,172.58,150,8.13,42.5,408.49
train,93.53,182.93,meat_light,16.85,2,84.17,150.0,200,8.42,42.5,496.87
motorcycle,6.47,153.79,meat_heavy,13.88,2,21.36,126.11,300,6.94,42.5,483.18
cycle,36.63,119.55,vegetarian,26.67,2,0.0,98.03,100,13.34,42.5,271.65
train,23.26,159.7,vegetarian,7.07,2,20.93,130.95,100,3.54,42.5,292.54
cycle,12.02,119.15,meat_light,28.0,1,0.0,97.7,200,14.0,21.25,310.06
walking,21.31,224.65,meat_heavy,20.23,1,0.0,184.21,300,10.11,21.25,550.82
car_petrol,3.0,47.57,meat_light,29.06,0,18.93,39.0,200,14.53,0.0,268.31
cycle,22.5,93.55,pescatarian,12.77,3,0.0,76.71,150,6.39,63.75,274.39
car_diesel,58.83,75.38,vegetarian,25.1,3,300.01,61.81,100,12.55,63.75,572.02
car_diesel,13.64,179.2,meat_heavy,24.81,1,69.56,146.94,300,12.4,21.25,586.39
car_electric,4.26,170.57,meat_heavy,34.55,0,6.39,139.87,300,17.27,0.0,489.02
car_diesel,26.59,156.59,meat_light,16.32,0,135.63,128.4,200,8.16,0.0,450.69
bus,44.77,81.07,vegetarian,13.45,4,53.73,66.48,100,6.72,85.0,304.91
car_petrol,38.04,106.3,meat_heavy,23.13,1,239.68,87.17,300,11.56,21.25,659.75
car_electric,57.23,101.06,vegetarian,12.2,2,85.85,82.87,100,6.1,42.5,322.17
bus,6.16,223.2,pescatarian,25.56,2,7.4,183.02,150,12.78,42.5,386.12
train,0.86,178.48,meat_heavy,20.41,0,0.77,146.35,300,10.21,0.0,453.04
car_petrol,51.66,31.69,vegetarian,29.41,4,325.44,25.99,100,14.71,85.0,553.79
car_diesel,10.78,190.44,meat_heavy,7.86,3,54.97,156.16,300,3.93,63.75,575.14
cycle,13.75,85.83,meat_heavy,10.48,0,0.0,70.38,300,5.24,0.0,391.28
walking,17.93,137.87,meat_heavy,12.5,1,0.0,113.05,300,6.25,21.25,435.76
bus,21.79,123.84,meat_heavy,26.48,1,26.15,101.55,300,13.24,21.25,447.44
car_diesel,11.2,70.9,meat_heavy,24.81,1,57.13,58.13,300,12.4,21.25,479.09
car_petrol,10.49,90.31,meat_light,18.67,3,66.07,74.06,200,9.34,63.75,421.35
train,10.74,156.81,meat_light,21.93,1,9.66,128.59,200,10.96,21.25,395.28
bus,30.64,64.77,meat_light,16.59,1,36.76,53.11,200,8.29,21.25,319.49
bus,5.84,130.64,meat_light,25.66,2,7.01,107.12,200,12.83,42.5,375.08
bus,65.31,223.42,vegan,43.61,0,78.37,183.2,50,21.8,0.0,307.1
cycle,13.12,222.28,meat_light,19.12,1,0.0,182.27,200,9.56,21.25,399.63
cycle,4.53,94.86,meat_light,12.16,0,0.0,77.78,200,6.08,0.0,291.89
car_petrol,3.98,199.41,meat_heavy,20.14,4,25.08,163.52,300,10.07,85.0,597.72
bus,24.52,88.83,meat_light,22.84,0,29.43,72.84,200,11.42,0.0,310.8
bus,3.44,116.42,meat_heavy,18.56,0,4.12,95.47,300,9.28,0.0,393.07
cycle,16.48,131.18,vegetarian,12.1,0,0.0,107.56,100,6.05,0.0,198.3
motorcycle,41.08,256.26,vegetarian,31.45,0,135.56,210.13,100,15.73,0.0,486.91
car_petrol,48.79,225.13,pescatarian,19.52,0,307.35,184.61,150,9.76,0.0,677.95
train,6.52,159.11,meat_light,14.51,4,5.87,130.47,200,7.26,85.0,422.08
car_petrol,23.09,117.04,meat_light,6.22,0,145.46,95.97,200,3.11,0.0,443.54
motorcycle,31.17,84.14,vegetarian,24.06,0,102.85,69.0,100,12.03,0.0,269.3
bus,129.76,218.56,meat_light,33.03,0,155.71,179.22,200,16.52,0.0,587.72
walking,17.17,208.4,vegetarian,13.95,2,0.0,170.89,100,6.98,42.5,336.71
car_petrol,94.16,51.24,meat_light,19.79,1,593.19,42.02,200,9.9,21.25,825.59
motorcycle,27.26,137.51,vegan,15.71,2,89.95,112.76,50,7.85,42.5,309.88
car_petrol,83.62,153.77,meat_heavy,17.33,2,526.83,126.1,300,8.66,42.5,929.27
cycle,62.66,101.79,vegan,42.03,1,0.0,83.47,50,21.01,21.25,173.18
train,12.93,110.63,vegetarian,22.42,0,11.64,90.72,100,11.21,0.0,198.03
bus,39.49,227.46,meat_light,35.21,0,47.39,186.52,200,17.61,0.0,441.55
car_diesel,31.13,186.96,meat_light,21.07,2,158.76,153.3,200,10.54,42.5,580.72
motorcycle,31.68,118.73,pescatarian,24.91,0,104.55,97.36,150,12.45,0.0,361.58
cycle,10.59,208.91,meat_light,17.26,1,0.0,171.3,200,8.63,21.25,424.35
motorcycle,28.61,141.69,meat_heavy,1.0,4,94.41,116.18,300,0.5,85.0,629.58
car_diesel,83.13,96.11,meat_light,32.71,0,423.94,78.81,200,16.35,0.0,678.39
cycle,25.93,150.67,meat_heavy,1.73,1,0.0,123.55,300,0.87,21.25,438.41
car_petrol,8.69,147.05,meat_light,23.0,1,54.78,120.58,200,11.5,21.25,433.19
bus,29.58,128.75,meat_heavy,19.33,4,35.49,105.57,300,9.67,85.0,574.23
walking,42.22,202.49,meat_light,23.75,0,0.0,166.04,200,11.88,0.0,371.34
walking,10.81,77.91,vegan,9.31,0,0.0,63.88,50,4.65,0.0,112.72
cycle,1.64,205.45,meat_light,32.02,0,0.0,168.47,200,16.01,0.0,366.53
train,41.67,147.51,vegetarian,10.9,0,37.5,120.96,100,5.45,0.0,273.8
bus,6.09,282.5,pescatarian,14.29,0,7.31,231.65,150,7.15,0.0,389.83
bus,8.46,139.73,pescatarian,21.37,0,10.15,114.58,150,10.68,0.0,281.07
car_petrol,7.96,117.46,meat_light,1.0,0,50.12,96.32,200,0.5,0.0,348.21
bus,9.5,160.46,pescatarian,30.09,4,11.4,131.58,150,15.05,85.0,414.73
walking,29.46,62.85,meat_light,13.54,6,0.0,51.54,200,6.77,127.5,393.63
cycle,9.98,199.9,meat_heavy,18.48,6,0.0,163.92,300,9.24,127.5,627.07
motorcycle,18.93,157.09,vegetarian,27.33,1,62.48,128.82,100,13.67,21.25,327.06
car_petrol,34.04,136.75,meat_heavy,12.74,1,214.46,112.13,300,6.37,21.25,690.01
car_electric,79.04,171.89,vegetarian,24.31,6,118.55,140.95,100,12.15,127.5,499.34
walking,17.58,10.0,pescatarian,8.64,1,0.0,8.2,150,4.32,21.25,182.38
car_petrol,7.54,175.04,meat_light,17.39,2,47.52,143.53,200,8.7,42.5,474.57
bus,101.3,92.49,meat_light,15.4,1,121.56,75.84,200,7.7,21.25,453.32
bus,8.64,152.45,vegetarian,33.6,1,10.37,125.01,100,16.8,21.25,291.42
cycle,22.1,105.65,meat_light,18.24,2,0.0,86.63,200,9.12,42.5,330.69
car_diesel,66.98,178.31,vegetarian,28.78,0,341.59,146.21,100,14.39,0.0,563.97
bus,3.07,105.84,meat_light,3.01,4,3.68,86.79,200,1.51,85.0,400.75
car_petrol,4.63,198.26,vegetarian,28.67,1,29.17,162.58,100,14.34,21.25,342.04
car_diesel,51.25,57.38,meat_light,27.74,2,261.4,47.05,200,13.87,42.5,604.03
car_electric,28.96,185.69,meat_heavy,39.37,0,43.44,152.26,300,19.69,0.0,497.42
bus,4.91,165.39,meat_light,25.67,2,5.89,135.62,200,12.84,42.5,393.73
bus,0.07,92.6,meat_light,17.15,1,0.08,75.93,200,8.58,21.25,296.14
motorcycle,5.88,152.09,meat_light,28.95,0,19.41,124.71,200,14.47,0.0,385.37
car_diesel,22.22,165.47,meat_light,20.15,0,113.33,135.68,200,10.08,0.0,452.15
car_electric,10.54,178.67,vegan,31.82,3,15.81,146.51,50,15.91,63.75,282.48
walking,77.08,160.56,vegetarian,7.95,0,0.0,131.66,100,3.97,0.0,239.81
car_petrol,87.22,137.77,meat_light,25.73,1,549.47,112.97,200,12.86,21.25,951.37
train,8.15,23.67,meat_heavy,7.39,0,7.33,19.41,300,3.7,0.0,308.74
cycle,56.75,151.93,meat_light,28.7,1,0.0,124.58,200,14.35,21.25,335.37
bus,0.34,179.35,pescatarian,18.42,4,0.41,147.07,150,9.21,85.0,376.03
car_diesel,24.75,150.51,meat_heavy,32.88,0,126.22,123.42,300,16.44,0.0,604.32
car_petrol,53.91,219.45,meat_light,17.24,0,339.61,179.95,200,8.62,0.0,776.88
car_diesel,7.0,151.22,meat_heavy,7.74,0,35.69,124.0,300,3.87,0.0,467.09
train,49.26,99.89,vegetarian,35.38,2,44.33,81.91,100,17.69,42.5,309.01
train,0.42,295.52,meat_light,19.37,2,0.38,242.33,200,9.68,42.5,499.49
car_diesel,71.27,87.71,pescatarian,26.21,3,363.47,71.92,150,13.1,63.75,703.3
motorcycle,0.98,221.1,meat_light,34.54,2,3.22,181.3,200,17.27,42.5,410.1
car_petrol,11.14,216.63,meat_heavy,23.97,2,70.16,177.63,300,11.99,42.5,618.27
train,7.93,108.26,meat_heavy,12.47,6,7.14,88.77,300,6.24,127.5,554.64
bus,18.35,141.01,pescatarian,22.9,3,22.02,115.63,150,11.45,63.75,342.53
walking,17.71,137.07,meat_light,24.5,1,0.0,112.4,200,12.25,21.25,352.92
bus,85.37,85.28,meat_heavy,26.67,0,102.44,69.93,300,13.33,0.0,475.73
car_petrol,57.56,90.51,meat_heavy,12.96,2,362.6,74.22,300,6.48,42.5,740.68
train,61.06,268.16,meat_light,24.42,2,54.95,219.89,200,12.21,42.5,490.07
train,0.85,79.45,meat_heavy,18.8,0,0.76,65.15,300,9.4,0.0,372.55
motorcycle,37.02,238.5,vegan,19.23,0,122.15,195.57,50,9.62,0.0,380.45
walking,1.94,78.17,meat_heavy,33.38,0,0.0,64.1,300,16.69,0.0,362.29
car_diesel,24.64,104.73,meat_heavy,22.97,0,125.65,85.88,300,11.49,0.0,540.85
bus,6.3,170.11,pescatarian,22.92,1,7.56,139.49,150,11.46,21.25,316.98
train,9.24,124.07,vegan,24.21,0,8.32,101.73,50,12.1,0.0,163.65
bus,5.69,103.64,meat_light,26.29,1,6.83,84.98,200,13.15,21.25,351.59
walking,50.91,113.84,meat_heavy,31.04,4,0.0,93.35,300,15.52,85.0,456.21
bus,6.15,64.64,meat_light,39.63,1,7.38,53.01,200,19.82,21.25,323.64
bus,46.81,111.7,meat_light,5.14,0,56.17,91.6,200,2.57,0.0,343.6
bus,21.7,65.82,pescatarian,30.33,1,26.04,53.98,150,15.17,21.25,250.78
car_diesel,1.08,146.63,vegan,19.25,0,5.49,120.23,50,9.63,0.0,189.94
car_petrol,14.35,178.4,pescatarian,18.27,0,90.41,146.29,150,9.13,0.0,427.12
cycle,15.68,223.99,vegetarian,29.59,0,0.0,183.68,100,14.79,0.0,297.02
cycle,0.25,283.89,meat_light,17.18,0,0.0,232.79,200,8.59,0.0,435.63
bus,1.71,173.21,meat_light,13.1,0,2.05,142.03,200,6.55,0.0,352.61
cycle,0.39,112.9,vegan,21.66,0,0.0,92.57,50,10.83,0.0,151.51
cycle,8.27,74.81,vegetarian,34.18,1,0.0,61.34,100,17.09,21.25,209.19
cycle,46.85,216.55,vegetarian,15.12,2,0.0,177.57,100,7.56,42.5,351.14
car_petrol,14.51,230.58,vegetarian,27.87,4,91.42,189.08,100,13.93,85.0,488.28
car_petrol,0.52,163.64,meat_light,11.28,2,3.27,134.18,200,5.64,42.5,379.02
train,91.59,205.8,meat_heavy,11.61,2,82.43,168.76,300,5.81,42.5,616.87
car_diesel,19.15,256.78,meat_heavy,24.45,0,97.66,210.56,300,12.22,0.0,577.29
car_petrol,33.96,169.7,pescatarian,12.2,1,213.98,139.16,150,6.1,21.25,506.35
cycle,22.06,156.39,vegetarian,25.08,0,0.0,128.24,100,12.54,0.0,259.62
train,1.26,107.19,pescatarian,33.24,0,1.14,87.9,150,16.62,0.0,269.56
car_petrol,8.56,98.18,meat_light,16.06,0,53.91,80.51,200,8.03,0.0,331.54
walking,9.3,124.58,meat_light,2.38,2,0.0,102.16,200,1.19,42.5,328.71
cycle,35.42,123.44,vegan,21.91,1,0.0,101.22,50,10.95,21.25,194.08
bus,6.0,166.05,meat_light,15.61,0,7.19,136.16,200,7.81,0.0,324.65
motorcycle,21.85,204.31,meat_light,24.81,0,72.1,167.53,200,12.41,0.0,465.25
walking,59.0,126.62,meat_heavy,25.86,3,0.0,103.83,300,12.93,63.75,494.22
car_diesel,76.89,85.74,vegetarian,18.86,1,392.13,70.31,100,9.43,21.25,587.2
car_petrol,33.71,188.77,vegetarian,26.86,2,212.39,154.79,100,13.43,42.5,482.16
car_diesel,12.72,127.97,vegan,28.98,0,64.88,104.94,50,14.49,0.0,234.27
walking,70.77,122.16,vegetarian,16.24,2,0.0,100.17,100,8.12,42.5,230.97
car_petrol,19.3,129.11,pescatarian,18.28,0,121.61,105.87,150,9.14,0.0,387.3
walking,3.32,187.23,meat_heavy,18.54,0,0.0,153.53,300,9.27,0.0,477.53
car_petrol,31.17,152.18,meat_light,23.66,0,196.35,124.78,200,11.83,0.0,544.38
bus,26.38,152.7,meat_light,16.5,0,31.66,125.21,200,8.25,0.0,348.08
car_diesel,31.1,215.26,vegetarian,22.67,3,158.59,176.52,100,11.34,63.75,530.09
car_electric,2.5,84.2,vegetarian,10.22,2,3.75,69.05,100,5.11,42.5,212.5
car_electric,13.38,31.97,meat_light,8.24,2,20.06,26.22,200,4.12,42.5,307.86
train,2.67,132.88,vegetarian,21.8,4,2.4,108.96,100,10.9,85.0,322.96
bus,51.98,233.95,vegetarian,24.97,0,62.38,191.84,100,12.48,0.0,381.92
car_electric,3.63,86.35,meat_heavy,8.89,2,5.44,70.8,300,4.44,42.5,425.28
walking,58.36,204.78,meat_light,20.22,0,0.0,167.92,200,10.11,0.0,361.86
bus,17.38,227.12,vegan,28.78,0,20.86,186.24,50,14.39,0.0,272.91
car_petrol,25.03,279.89,pescatarian,30.54,1,157.68,229.51,150,15.27,21.25,603.95
walking,45.57,68.98,meat_light,22.03,4,0.0,56.56,200,11.01,85.0,336.32
car_diesel,4.03,113.79,vegan,32.23,3,20.57,93.31,50,16.12,63.75,246.0
car_electric,10.54,127.07,pescatarian,5.6,1,15.81,104.2,150,2.8,21.25,306.93
bus,8.72,223.88,vegan,20.83,0,10.46,183.58,50,10.42,0.0,256.75
bus,5.94,196.01,meat_heavy,30.29,0,7.13,160.73,300,15.14,0.0,502.42
car_petrol,20.83,21.17,meat_heavy,27.99,0,131.21,17.36,300,13.99,0.0,464.06
car_diesel,34.02,169.28,vegetarian,22.61,1,173.48,138.81,100,11.31,21.25,410.28
cycle,32.09,254.01,vegetarian,21.87,1,0.0,208.29,100,10.94,21.25,329.1
walking,48.64,162.99,pescatarian,20.93,3,0.0,133.66,150,10.47,63.75,347.86
train,33.33,157.07,meat_heavy,11.68,0,30.0,128.8,300,5.84,0.0,463.53
bus,4.36,106.99,vegetarian,27.96,1,5.24,87.73,100,13.98,21.25,224.93
walking,53.02,16.19,pescatarian,17.89,0,0.0,13.28,150,8.94,0.0,173.45
cycle,9.3,143.48,vegan,9.0,2,0.0,117.65,50,4.5,42.5,215.28
motorcycle,8.93,131.07,meat_heavy,27.57,2,29.48,107.47,300,13.79,42.5,462.0
cycle,28.66,235.42,meat_light,29.5,2,0.0,193.04,200,14.75,42.5,461.79
train,21.4,172.66,vegan,18.25,0,19.26,141.58,50,9.12,0.0,228.02
motorcycle,0.63,161.41,meat_heavy,15.56,1,2.07,132.35,300,7.78,21.25,463.96
car_diesel,7.42,67.17,vegetarian,18.14,2,37.82,55.08,100,9.07,42.5,259.9
walking,24.06,169.27,meat_heavy,14.1,2,0.0,138.81,300,7.05,42.5,523.66
train,29.54,166.97,vegetarian,18.73,3,26.59,136.92,100,9.37,63.75,326.53
car_petrol,43.82,182.35,meat_light,17.33,2,276.04,149.53,200,8.67,42.5,662.15
car_petrol,44.31,124.38,meat_light,11.2,1,279.15,101.99,200,5.6,21.25,578.68
car_petrol,3.29,161.16,vegan,12.47,1,20.72,132.15,50,6.23,21.25,243.27
car_petrol,40.22,83.33,vegetarian,17.25,3,253.38,68.33,100,8.62,63.75,463.3
cycle,19.64,147.42,meat_heavy,15.53,2,0.0,120.88,300,7.77,42.5,470.3
cycle,3.21,202.57,meat_light,24.59,2,0.0,166.11,200,12.3,42.5,424.99
car_electric,21.03,126.1,vegetarian,7.06,0,31.55,103.4,100,3.53,0.0,231.68
cycle,11.99,107.16,meat_light,24.36,0,0.0,87.87,200,12.18,0.0,282.7
bus,23.38,142.07,meat_heavy,8.15,0,28.06,116.5,300,4.08,0.0,414.12
bus,1.37,153.33,meat_light,21.94,1,1.65,125.73,200,10.97,21.25,363.8
car_petrol,66.49,80.77,meat_light,23.67,0,418.88,66.23,200,11.83,0.0,643.15
bus,26.14,74.51,meat_light,22.66,0,31.36,61.1,200,11.33,0.0,309.1
bus,26.62,174.15,vegan,25.2,0,31.95,142.8,50,12.6,0.0,250.17
motorcycle,42.13,96.83,meat_light,7.04,3,139.04,79.4,200,3.52,63.75,453.67
cycle,39.38,85.53,vegan,9.05,0,0.0,70.13,50,4.52,0.0,124.2
car_petrol,5.39,164.15,meat_light,29.21,0,33.97,134.6,200,14.61,0.0,403.33
cycle,18.52,205.2,vegetarian,27.27,0,0.0,168.26,100,13.64,0.0,262.36
car_petrol,4.31,130.68,meat_heavy,23.77,1,27.14,107.15,300,11.88,21.25,447.78
motorcycle,6.18,124.78,meat_light,21.78,1,20.4,102.32,200,10.89,21.25,338.9
train,2.28,133.11,meat_heavy,19.95,2,2.05,109.15,300,9.98,42.5,438.37
